ID,Player,Position,Age,Height ,Weight,Team,Against,Injury,Concussion,Home_Away,Games_Missed,Week of Injury,Injured
2212,Kristjan Sokoli,OL,24,77,302,Sea,Null,None,0,Null,0,0,0
1308,Kroy Biermann,DL,30,75,255,Atl,Null,None,0,Null,0,0,0
1712,Kurt Coleman,DB,27,71,200,Car,Null,None,0,Null,0,0,0
2302,Kurtis Drummond,DB,23,73,208,Hou,Null,None,0,Null,0,0,0
528,Kwame Geathers,DL,25,78,335,Cin,Null,None,0,Null,0,0,0
776,Kwon Alexander,LB,21,73,227,TB,Null,None,0,Null,0,0,0
44,Kyle Arrington,DB,29,70,190,NE,LAR,Concussion,1,1,0,2,1
924,Kyle Emanuel,LB,24,75,250,LAC,Null,None,0,Null,0,0,0
470,Kyle Fuller,DB,23,72,194,Chi,Null,None,0,Null,0,0,0
1981,Kyle Juszczyk,RB,24,73,248,Bal,Null,None,0,Null,0,0,0
486,Kyle Long,OL,27,78,311,Chi,Null,None,0,Null,0,0,0
1735,Kyle Love,DL,29,73,315,Car,Null,None,0,Null,0,0,0
943,Kyle Miller,TE,27,77,262,LAC,Null,None,0,Null,0,0,0
426,Kyle Nelson,TE,29,74,240,SF,Null,None,0,Null,0,0,0
282,Kyle Rudolph,TE,26,78,265,Min,Chi,Concussion,1,1,0,6,1
1623,Kyle Van Noy,LB,25,75,252,Det,Null,None,0,Null,0,0,0
1163,Kyle Wilber,LB,26,76,245,Dal,Null,None,0,Null,0,0,0
635,Kyle Williams,DL,32,73,303,Buf,Null,None,0,Null,0,0,0
705,Kyle Williams,WR,32,70,186,Den,Null,None,0,Null,0,0,0
77,Kyle Wilson,DB,28,70,190,NYJ,Pit,Concussion,1,1,0,8,1
2045,Kyshoen Jarrett,DB,22,70,200,Wsh,Null,None,0,Null,0,0,0
420,L.J. McCray,DB,24,72,210,SF,Null,None,0,Null,0,0,0
1137,L.P. LaDouceur,TE,34,77,256,Dal,Null,None,0,Null,0,0,0
2277,L.T. Walton,DL,31,77,319,Pit,Null,None,0,Null,0,0,0
1113,La'el Collins,OL,31,77,321,Dal,Null,None,0,Null,0,0,0
369,LaAdrian Waddle,OL,24,78,315,Det,NO,Concussion,1,0,1,15,1
1153,Lache Seastrunk,RB,24,70,201,Dal,Null,None,0,Null,0,0,0
930,Ladarius Green,TE,25,78,240,LAC,Null,None,0,Null,0,0,0
1658,LaDarius Gunter,DB,31,74,201,GB,Null,None,0,Null,0,0,0
1621,Laken Tomlinson,OL,23,75,323,Det,Null,None,0,Null,0,0,0
1328,Lamar Holmes,OL,26,78,333,Atl,Null,None,0,Null,0,0,0
1867,Lamar Mady,OL,25,74,315,Oak,Null,None,0,Null,0,0,0
131,LaMar Miller,RB,24,70,225,Mia,Pit,Concussion,1,1,0,12,1
1206,Lamar Miller,RB,24,70,224,Mia,Null,None,0,Null,0,0,0
1927,Lamarcus Joyner,DB,25,68,184,LAR,Null,None,0,Null,0,0,0
476,Lamarr Houston,LB,28,75,300,Chi,Null,None,0,Null,0,0,0
909,LaMarr Woodley,LB,31,74,265,Ari,Null,None,0,Null,0,0,0
1190,LaMichael James,RB,23,69,195,Mia,Null,None,0,Null,0,0,0
88,Lamin Barrow,LB,23,73,237,Den,LAC,Concussion,1,0,0,6,1
1116,Lance Dunbar,RB,25,68,195,Dal,Null,None,0,Null,0,0,0
1929,Lance Kendricks,TE,27,75,250,LAR,Null,None,0,Null,0,0,0
2130,Lance Lewis,WR,27,74,207,NO,Null,None,0,Null,0,0,0
1076,Lance Louis,OL,30,75,330,Ind,Null,None,0,Null,0,0,0
1596,Lance Moore,WR,32,69,190,Det,Null,None,0,Null,0,0,0
1379,Landon Collins,DB,21,72,225,NYG,Null,None,0,Null,0,0,0
2256,Landry Jones,QB,26,75,221,Pit,Null,None,0,Null,0,0,0
1269,Lane Johnson,OL,25,78,317,Phi,Null,None,0,Null,0,0,0
1692,Lane Taylor,OL,26,75,324,GB,Null,None,0,Null,0,0,0
2020,Lardarius Webb,DB,30,70,182,Bal,Null,None,0,Null,0,0,0
35,LaRon Byrd,WR,26,76,220,Ari,LAR,Head,0,0,2,10,1
351,LaRon Landry,DB,31,72,220,Ind,KC,Concussion,1,0,0,1,1
1483,LaRoy Reynolds,LB,25,73,243,Jax,Null,None,0,Null,0,0,0
1830,Larry Asante,DB,27,72,210,Oak,Null,None,0,Null,0,0,0
786,Larry Dean,LB,27,72,226,TB,Null,None,0,Null,0,0,0
1385,Larry Donnell,TE,27,78,265,NYG,Null,None,0,Null,0,0,0
791,Larry English,DL,29,74,255,TB,Null,None,0,Null,0,0,0
328,Larry Fitzgerald,WR,32,75,218,Ari,Ten,Concussion,1,1,0,1,1
1625,Larry Warford,OL,24,75,330,Det,Null,None,0,Null,0,0,0
1626,Larry Webster,DL,25,79,262,Det,Null,None,0,Null,0,0,0
1876,Latavius Murray,RB,25,75,225,Oak,Null,None,0,Null,0,0,0
1125,Laurence Gibson,OL,24,78,300,Dal,Null,None,0,Null,0,0,0
990,Laurent Duvernay-Tardif,OL,24,77,315,KC,Null,None,0,Null,0,0,0
29,Laurent Robinson,WR,30,74,205,Jac,Ind,Concussion,1,0,0,5,1
173,Laurent Robinson,WR,30,74,205,Jac,Cin,Concussion,1,1,3,4,1
1118,Lavar Edwards,DL,25,76,278,Dal,Null,None,0,Null,0,0,0
785,Lavonte David,LB,25,73,233,TB,Null,None,0,Null,0,0,0
1974,Lawrence Guy,DL,25,76,318,Bal,Null,None,0,Null,0,0,0
253,Lawrence Jackson,DL,30,76,271,Det,Ind,Concussion,1,1,0,4,1
427,Lawrence Okoye,DL,24,78,304,SF,Null,None,0,Null,0,0,0
831,Lawrence Sidbury Jr.,DL,31,75,269,TB,Null,None,0,Null,0,0,0
2271,Lawrence Timmons,LB,29,73,234,Pit,Null,None,0,Null,0,0,0
2152,Lawrence Virgil,DL,24,77,290,NO,Null,None,0,Null,0,0,0
326,Le'Veon Bell,RB,23,73,225,Pit,Bal,Concussion,1,1,0,11,1
1882,Lee Smith,TE,28,78,265,Oak,Null,None,0,Null,0,0,0
1766,LeGarrette Blount,RB,29,72,250,NE,Null,None,0,Null,0,0,0
2180,Lemuel Jeanpierre,OL,28,75,301,Sea,Null,None,0,Null,0,0,0
614,Leodis McKelvin,DB,30,70,185,Buf,Null,None,0,Null,0,0,0
316,Leon Hall,DB,30,71,195,Cin,Jac,Concussion,1,1,1,7,1
422,Leon McFadden,DB,25,70,190,SF,Null,None,0,Null,0,0,0
1323,Leonard Hankerson,WR,26,74,211,Atl,Null,None,0,Null,0,0,0
806,Leonard Johnson,DB,25,70,202,TB,Null,None,0,Null,0,0,0
1562,Leonard Williams,DL,21,77,302,NYJ,Null,None,0,Null,0,0,0
676,Lerentee McCray,LB,25,75,249,Den,Null,None,0,Null,0,0,0
302,LeSean McCoy,RB,27,71,210,Phi,Wsh,Concussion,1,1,4,3,1
1657,Letroy Guion,DL,28,76,315,GB,Null,None,0,Null,0,0,0
1359,Levine Toilolo,TE,24,80,265,Atl,Null,None,0,Null,0,0,0
2440,Linval Joseph,DL,27,76,323,Min,Null,None,0,Null,0,0,0
814,Logan Mankins,OL,33,76,308,TB,Null,None,0,Null,0,0,0
2065,Logan Paulsen,TE,28,77,261,Wsh,Null,None,0,Null,0,0,0
1818,Logan Ryan,DB,24,71,195,NE,Null,None,0,Null,0,0,0
902,Logan Thomas,QB,24,78,250,Ari,Null,None,0,Null,0,0,0
2286,Lonnie Ballentine,DB,22,75,215,Hou,Null,None,0,Null,0,0,0
844,Lorenzo Alexander,LB,32,73,244,Ari,Null,None,0,Null,0,0,0
5,Lorenzo Booker,RB,31,70,201,Chi,Ind,Head,0,0,0,1,1
657,Lorenzo Doss,DB,21,71,187,Den,Null,None,0,Null,0,0,0
1538,Lorenzo Mauldin,LB,23,76,259,NYJ,Null,None,0,Null,0,0,0
2008,Lorenzo Taliaferro,RB,24,74,226,Bal,Null,None,0,Null,0,0,0
1178,Louis Delmas,DB,28,71,210,Mia,Null,None,0,Null,0,0,0
823,Louis Murphy Jr.,WR,31,74,200,TB,Null,None,0,Null,0,0,0
2326,Louis Nix III,DL,31,74,331,Hou,Null,None,0,Null,0,0,0
1949,Louis Trinca-Pasat,DL,24,73,290,LAR,Null,None,0,Null,0,0,0
701,Louis Vasquez,OL,28,77,335,Den,Null,None,0,Null,0,0,0
1445,Luke Bowanko,OL,24,78,300,Jax,Null,None,0,Null,0,0,0
118,Luke Joeckel,OL,24,78,306,Jac,Mia,Concussion,1,1,0,13,1
1732,Luke Kuechly,LB,24,75,238,Car,Null,None,0,Null,0,0,0
2132,Luke McCown,QB,34,76,217,NO,Null,None,0,Null,0,0,0
180,Luke Stocker,TE,27,78,253,TB,NO,Head,0,0,0,11,1
2220,Luke Willson,TE,25,77,252,Sea,Null,None,0,Null,0,0,0
2340,Lynden Trail,DL,24,79,269,Hou,Null,None,0,Null,0,0,0
1105,Mackenzy Bernadeau,OL,29,76,325,Dal,Null,None,0,Null,0,0,0
842,Major Wright,DB,27,71,204,TB,Null,None,0,Null,0,0,0
1906,Malcolm Brown,RB,22,71,224,LAR,Null,None,0,Null,0,0,0
1772,Malcolm Butler,DB,25,71,190,NE,Null,None,0,Null,0,0,0
1268,Malcolm Jenkins,DB,28,72,204,Phi,Null,None,0,Null,0,0,0
741,Malcolm Johnson,RB,23,73,231,Cle,Null,None,0,Null,0,0,0
1883,Malcolm Smith,LB,26,72,226,Oak,Null,None,0,Null,0,0,0
1771,Malcom Brown,DL,21,74,320,NE,Null,None,0,Null,0,0,0
925,Malcom Floyd,WR,34,77,225,LAC,Null,None,0,Null,0,0,0
667,Malik Jackson,DL,25,77,293,Den,Null,None,0,Null,0,0,0
1320,Malliciah Goodman,DL,25,76,276,Atl,Null,None,0,Null,0,0,0
611,Manny Lawson,DL,31,77,240,Buf,Null,None,0,Null,0,0,0
1606,Manny Ramirez,OL,32,75,320,Det,Null,None,0,Null,0,0,0
961,Manti Te'o,LB,24,73,241,LAC,Null,None,0,Null,0,0,0
488,Marc Mariani,WR,28,73,187,Chi,Null,None,0,Null,0,0,0
1473,Marcedes Lewis,TE,31,78,272,Jax,Null,None,0,Null,0,0,0
668,Marcel Jensen,TE,25,78,270,Den,Null,None,0,Null,0,0,0
1980,Marcel Jones,OL,27,79,320,Bal,Null,None,0,Null,0,0,0
1878,Marcel Reece,RB,30,73,250,Oak,Null,None,0,Null,0,0,0
590,Marcell Dareus,DL,26,75,331,Buf,Null,None,0,Null,0,0,0
2163,Marcus Burley,DB,25,71,185,Sea,Null,None,0,Null,0,0,0
1774,Marcus Cannon,OL,27,77,335,NE,Null,None,0,Null,0,0,0
986,Marcus Cooper,DB,25,74,192,KC,Null,None,0,Null,0,0,0
401,Marcus Cromartie,DB,25,72,195,SF,Null,None,0,Null,0,0,0
592,Marcus Easley,WR,28,74,217,Buf,Null,None,0,Null,0,0,0
126,Marcus Gilbert,OL,27,78,330,Pit,Hou,Concussion,1,1,1,6,1
1525,Marcus Gilchrist,DB,27,70,198,NYJ,Null,None,0,Null,0,0,0
532,Marcus Hardison,DL,23,75,307,Cin,Null,None,0,Null,0,0,0
2378,Marcus Mariota,QB,22,76,222,Ten,Null,None,0,Null,0,0,0
419,Marcus Martin,OL,22,75,321,SF,Null,None,0,Null,0,0,0
2137,Marcus Murphy,RB,24,69,195,NO,Null,None,0,Null,0,0,0
1020,Marcus Peters,DB,22,72,197,KC,Null,None,0,Null,0,0,0
1944,Marcus Roberson,DB,23,72,191,LAR,Null,None,0,Null,0,0,0
2465,Marcus Sherels,DB,28,70,175,Min,Null,None,0,Null,0,0,0
1291,Marcus Smith,LB,23,75,251,Phi,Null,None,0,Null,0,0,0
630,Marcus Thigpen,WR,29,69,200,Buf,Null,None,0,Null,0,0,0
1563,Marcus Williams,DB,24,71,196,NYJ,Null,None,0,Null,0,0,0
540,Margus Hunt,DL,28,80,290,Cin,Null,None,0,Null,0,0,0
1699,Mario Addison,DL,28,75,260,Car,Null,None,0,Null,0,0,0
513,Mario Alford,WR,23,69,180,Cin,Null,None,0,Null,0,0,0
581,Mario Butler,DB,27,73,187,Buf,Null,None,0,Null,0,0,0
1847,Mario Edwards Jr.,DL,21,75,280,Oak,Null,None,0,Null,0,0,0
636,Mario Williams,DL,30,78,292,Buf,Null,None,0,Null,0,0,0
865,Marion Grice,RB,24,72,207,Ari,Null,None,0,Null,0,0,0
1901,Mark Barron,DB,26,74,213,LAR,Null,None,0,Null,0,0,0
2171,Mark Glowinski,OL,23,76,310,Sea,Null,None,0,Null,0,0,0
1399,Mark Herzlich,LB,28,76,246,NYG,Null,None,0,Null,0,0,0
2120,Mark Ingram,RB,26,69,215,NO,Null,None,0,Null,0,0,0
1147,Mark Nzeocha,LB,25,74,239,Dal,Null,None,0,Null,0,0,0
1289,Mark Sanchez,QB,29,74,225,Phi,Null,None,0,Null,0,0,0
864,Markus Golden,LB,24,74,260,Ari,Null,None,0,Null,0,0,0
1406,Markus Kuhn,DL,29,76,303,NYG,Null,None,0,Null,0,0,0
2280,Markus Wheaton,WR,24,71,182,Pit,Null,None,0,Null,0,0,0
1963,Marlon Brown,WR,24,77,214,Bal,Null,None,0,Null,0,0,0
754,Marlon Moore,WR,28,72,190,Cle,Null,None,0,Null,0,0,0
1472,Marqise Lee,WR,24,72,192,Jax,Null,None,0,Null,0,0,0
600,MarQueis Gray,RB,26,76,242,Buf,Null,None,0,Null,0,0,0
2098,Marques Colston,WR,32,76,225,NO,Null,None,0,Null,0,0,0
511,Marquess Wilson,WR,23,76,184,Chi,Null,None,0,Null,0,0,0
2369,Marqueston Huff,DB,23,71,196,Ten,Null,None,0,Null,0,0,0
1862,Marquette King,K,27,72,192,Oak,Null,None,0,Null,0,0,0
527,Marquis Flowers,LB,23,75,240,Cin,Null,None,0,Null,0,0,0
1354,Marquis Spruill,LB,24,72,224,Atl,Null,None,0,Null,0,0,0
3,Marquise Goodwin,WR,24,69,183,Buf,Hou,Concussion,1,1,1,4,1
2023,Marshal Yanda,OL,31,75,305,Bal,Null,None,0,Null,0,0,0
1934,Marshall McFadden,LB,29,73,235,LAR,Null,None,0,Null,0,0,0
1414,Marshall Newhouse,OL,27,76,328,NYG,Null,None,0,Null,0,0,0
2186,Marshawn Lynch,RB,29,71,215,Sea,Null,None,0,Null,0,0,0
2231,Martavis Bryant,WR,24,76,211,Pit,Null,None,0,Null,0,0,0
454,Martellus Bennett,TE,28,78,265,Chi,Null,None,0,Null,0,0,0
1924,Martin Ifedi,DL,24,75,275,LAR,Null,None,0,Null,0,0,0
92,Martin Tevaseu,DL,28,74,325,Ind,Buf,Head,0,0,0,7,1
1759,Martin Wallace,OL,25,78,330,Car,Null,None,0,Null,0,0,0
2078,Martrell Spaight,LB,22,72,236,Wsh,Null,None,0,Null,0,0,0
641,Marvin Austin Jr.,DL,26,74,312,Den,Null,None,0,Null,0,0,0
545,Marvin Jones,WR,25,74,198,Cin,Null,None,0,Null,0,0,0
1649,Mason Crosby,K,31,73,207,GB,Null,None,0,Null,0,0,0
169,Mason Foster,LB,26,73,240,TB,Atl,Concussion,1,0,1,12,1
2413,Matt Asiata,RB,28,72,234,Min,Null,None,0,Null,0,0,0
1246,Matt Barkley,QB,25,74,227,Phi,Null,None,0,Null,0,0,0
1639,Matt Blanchard,QB,26,75,223,GB,Null,None,0,Null,0,0,0
1309,Matt Bosher,K,28,72,208,Atl,Null,None,0,Null,0,0,0
1311,Matt Bryant,K,40,69,203,Atl,Null,None,0,Null,0,0,0
331,Matt Cassel,QB,33,76,228,KC,Bal,Concussion,1,1,1,3,1
150,Matt Conrath,DL,26,79,290,LAR,SF,Concussion,1,1,5,1,1
1452,Matt Daniels,DB,26,72,212,Jax,Null,None,0,Null,0,0,0
1969,Matt Elam,DB,24,70,200,Bal,Null,None,0,Null,0,0,0
1790,Matt Flynn,QB,30,74,225,NE,Null,None,0,Null,0,0,0
469,Matt Forte,RB,30,74,218,Chi,Null,None,0,Null,0,0,0
107,Matt Giordano,DB,34,71,204,Oak,Cle,Concussion,1,1,0,2,1
318,Matt Giordano,DB,33,71,204,Oak,Bal,Concussion,1,1,0,13,1
1064,Matt Hasselbeck,QB,40,76,235,Ind,Null,None,0,Null,0,0,0
1188,Matt Hazel,WR,23,73,202,Mia,Null,None,0,Null,0,0,0
2048,Matt Jones,RB,22,74,231,Wsh,Null,None,0,Null,0,0,0
2443,Matt Kalil,OL,26,79,308,Min,Null,None,0,Null,0,0,0
1873,Matt McGloin,QB,26,73,210,Oak,Null,None,0,Null,0,0,0
1209,Matt Moore,QB,31,75,220,Mia,Null,None,0,Null,0,0,0
1086,Matt Overton,TE,30,73,241,Ind,Null,None,0,Null,0,0,0
684,Matt Paradis,OL,26,75,300,Den,Null,None,0,Null,0,0,0
1603,Matt Prater,K,31,70,195,Det,Null,None,0,Null,0,0,0
1346,Matt Ryan,QB,30,76,220,Atl,Null,None,0,Null,0,0,0
2002,Matt Schaub,QB,34,78,235,Bal,Null,None,0,Null,0,0,0
893,Matt Shaughnessy,LB,29,77,285,Ari,Null,None,0,Null,0,0,0
625,Matt Simms,QB,27,75,210,Buf,Null,None,0,Null,0,0,0
505,Matt Slauson,OL,29,77,315,Chi,Null,None,0,Null,0,0,0
2266,Matt Spaeth,TE,32,79,260,Pit,Null,None,0,Null,0,0,0
1295,Matt Tobin,OL,25,78,290,Phi,Null,None,0,Null,0,0,0
817,Matthew Masifilo,DL,26,75,280,TB,Null,None,0,Null,0,0,0
1869,Matthew McCants,OL,31,77,309,Oak,Null,None,0,Null,0,0,0
158,Matthew Slater,WR,30,72,205,NE,NYJ,Concussion,1,0,0,1,1
1614,Matthew Stafford,QB,27,75,234,Det,Null,None,0,Null,0,0,0
1297,Matthew Tucker,RB,24,73,227,Phi,Null,None,0,Null,0,0,0
1895,Maurice Alexander,DB,24,73,220,LAR,Null,None,0,Null,0,0,0
2262,Maurkice Pouncey,OL,26,76,304,Pit,Null,None,0,Null,0,0,0
2295,Max Bullough,LB,23,75,249,Hou,Null,None,0,Null,0,0,0
661,Max Garcia,OL,24,76,309,Den,Null,None,0,Null,0,0,0
278,Max Unger,OL,29,77,305,Sea,TB,Concussion,1,0,1,6,1
1889,Max Valles,DL,21,77,251,Oak,Null,None,0,Null,0,0,0
2022,Maxx Williams,TE,21,76,250,Bal,Null,None,0,Null,0,0,0
1173,McLeod Bethel-Thompson,QB,27,75,230,Mia,Null,None,0,Null,0,0,0
928,Melvin Gordon,RB,22,73,215,LAC,Null,None,0,Null,0,0,0
933,Melvin Ingram,LB,26,74,247,LAC,Null,None,0,Null,0,0,0
196,Melvin White,DB,25,74,215,Car,Min,Concussion,1,0,0,16,1
283,Menelik Watson,OL,26,77,315,Oak,Den,Concussion,1,1,0,9,1
1663,Micah Hyde,DB,25,72,197,GB,Null,None,0,Null,0,0,0
758,Micah Pellerin,DB,31,73,202,Cle,Null,None,0,Null,0,0,0
1748,Micanor Regis,DL,26,75,330,Car,Null,None,0,Null,0,0,0
1441,Michael Bennett,DL,30,74,293,Jax,Null,None,0,Null,0,0,0
2161,Michael Bennett,DL,30,76,274,Sea,Null,None,0,Null,0,0,0
713,Michael Bowie,OL,24,77,320,Cle,Null,None,0,Null,0,0,0
2092,Michael Brewster,OL,26,76,305,NO,Null,None,0,Null,0,0,0
1904,Michael Brockers,DL,25,77,326,LAR,Null,None,0,Null,0,0,0
1570,Michael Burton,RB,23,72,220,Det,Null,None,0,Null,0,0,0
1964,Michael Campanaro,WR,24,69,185,Bal,Null,None,0,Null,0,0,0
1841,Michael Crabtree,WR,28,73,214,Oak,Null,None,0,Null,0,0,0
1846,Michael Dyer,RB,25,69,218,Oak,Null,None,0,Null,0,0,0
2239,Michael Egnew,TE,26,77,260,Pit,Null,None,0,Null,0,0,0
862,Michael Floyd,WR,26,75,225,Ari,Null,None,0,Null,0,0,0
2366,Michael Griffin,DB,30,72,215,Ten,Null,None,0,Null,0,0,0
2043,Michael Hill,RB,26,70,210,Wsh,Null,None,0,Null,0,0,0
56,Michael Hoomanawanui,TE,27,76,265,NE,Buf,Concussion,1,1,2,15,1
363,Michael Johnson,DL,28,79,267,Cin,Cle,Concussion,1,0,1,12,1
808,Michael Koenen,K,33,71,198,TB,Null,None,0,Null,0,0,0
2450,Michael Mauti,LB,25,74,243,Min,Null,None,0,Null,0,0,0
1742,Michael Oher,OL,29,76,315,Car,Null,None,0,Null,0,0,0
497,Michael Ola,OL,27,76,312,Chi,Null,None,0,Null,0,0,0
1215,Michael Preston,WR,26,77,213,Mia,Null,None,0,Null,0,0,0
691,Michael Schofield,OL,25,78,301,Den,Null,None,0,Null,0,0,0
1229,Michael Thomas,DB,25,71,201,Mia,Null,None,0,Null,0,0,0
136,Michael Vick,QB,35,72,215,Phi,Dal,Concussion,1,0,6,19,1
444,Michael Wilhoite,LB,29,72,240,SF,Null,None,0,Null,0,0,0
1628,Michael Williams,OL,25,78,304,Det,Null,None,0,Null,0,0,0
1172,Mickey Baucus,OL,31,80,293,Mia,Null,None,0,Null,0,0,0
1348,Mickey Shuler,TE,29,76,247,Atl,Null,None,0,Null,0,0,0
1038,Mike Adams,DB,25,71,200,Ind,Null,None,0,Null,0,0,0
2222,Mike Adams,OL,25,79,323,Pit,Null,None,0,Null,0,0,0
165,Mike Brisiel,OL,32,77,311,Oak,Atl,Concussion,1,1,0,13,1
319,Mike Brisiel,OL,32,77,311,Oak,Car,Concussion,1,1,1,3,1
1708,Mike Brown,WR,26,70,200,Car,Null,None,0,Null,0,0,0
982,Mike Catapano,DL,25,76,270,KC,Null,None,0,Null,0,0,0
1650,Mike Daniels,DL,26,72,305,GB,Null,None,0,Null,0,0,0
402,Mike Davis,RB,22,69,217,SF,Null,None,0,Null,0,0,0
989,Mike DeVito,DL,31,75,305,KC,Null,None,0,Null,0,0,0
792,Mike Evans,WR,22,77,231,TB,Null,None,0,Null,0,0,0
1185,Mike Gillislee,RB,25,71,216,Mia,Null,None,0,Null,0,0,0
797,Mike Glennon,QB,26,78,225,TB,Null,None,0,Null,0,0,0
1396,Mike Harris,DB,26,70,188,NYG,Null,None,0,Null,0,0,0
2433,Mike Harris,OL,26,77,318,Min,Null,None,0,Null,0,0,0
271,Mike Iupati,OL,28,77,331,SF,LAR,Concussion,1,0,1,16,1
804,Mike James,RB,24,70,223,TB,Null,None,0,Null,0,0,0
323,Mike Jenkins,DB,30,70,197,Oak,Ten,Concussion,1,1,0,17,1
2442,Mike Kafka,QB,28,75,225,Min,Null,None,0,Null,0,0,0
2379,Mike Martin,DL,25,73,298,Ten,Null,None,0,Null,0,0,0
2133,Mike McGlynn,OL,30,76,325,NO,Null,None,0,Null,0,0,0
175,Mike Mitchell,DB,28,73,221,Oak,Cle,Concussion,1,0,0,1,1
2321,Mike Mohamed,LB,27,75,238,Hou,Null,None,0,Null,0,0,0
2194,Mike Morgan,LB,27,75,226,Sea,Null,None,0,Null,0,0,0
1672,Mike Neal,LB,28,75,285,GB,Null,None,0,Null,0,0,0
555,Mike Nugent,K,33,70,190,Cin,Null,None,0,Null,0,0,0
1676,Mike Pennel,DL,24,76,332,GB,Null,None,0,Null,0,0,0
1341,Mike Person,OL,27,76,299,Atl,Null,None,0,Null,0,0,0
1214,Mike Pouncey,OL,26,77,305,Mia,Null,None,0,Null,0,0,0
1749,Mike Remmers,OL,26,77,305,Car,Null,None,0,Null,0,0,0
957,Mike Scifres,K,35,74,215,LAC,Null,None,0,Null,0,0,0
71,Mike Tolbert,RB,29,69,243,Car,Wsh,Head,0,1,0,19,1
2472,Mike Wallace,WR,29,72,200,Min,Null,None,0,Null,0,0,0
971,Mike Windt,TE,29,73,237,LAC,Null,None,0,Null,0,0,0
1243,Miles Austin,WR,31,74,215,Phi,Null,None,0,Null,0,0,0
2236,Miles Dieffenbach,OL,24,77,303,Pit,Null,None,0,Null,0,0,0
1013,Mitch Morse,OL,23,78,305,KC,Null,None,0,Null,0,0,0
964,Mitch Unrein,DL,28,76,306,LAC,Null,None,0,Null,0,0,0
762,Mitchell Schwartz,OL,26,77,320,Cle,Null,None,0,Null,0,0,0
2273,Mitchell Van Dyk,OL,24,79,299,Pit,Null,None,0,Null,0,0,0
562,Mohamed Sanu,WR,26,74,210,Cin,Null,None,0,Null,0,0,0
1612,Mohammed Seisay,DB,25,74,206,Det,Null,None,0,Null,0,0,0
642,Montee Ball,RB,25,70,215,Den,Null,None,0,Null,0,0,0
83,Montell Owens,RB,31,70,225,Jac,Ind,Concussion,1,0,0,15,1
1070,Montori Hughes,DL,25,76,350,Ind,Null,None,0,Null,0,0,0
1644,Morgan Burnett,DB,26,73,209,GB,Null,None,0,Null,0,0,0
1966,Morgan Cox,TE,29,76,233,Bal,Null,None,0,Null,0,0,0
2061,Morgan Moses,OL,24,78,318,Wsh,Null,None,0,Null,0,0,0
233,Morris Claiborne,DB,25,71,192,Dal,Cin,Concussion,1,1,1,11,1
349,Muhammad Wilkerson,DL,26,76,315,NYJ,LAC,Concussion,1,1,0,5,1
297,Mychal Kendricks,LB,25,71,240,Phi,Wsh,Concussion,1,1,1,4,1
86,Mychal Rivera,TE,25,75,245,Oak,Ten,Concussion,1,1,0,10,1
2458,MyCole Pruitt,TE,23,74,251,Min,Null,None,0,Null,0,0,0
1429,Mykkele Thompson,DB,22,72,193,NYG,Null,None,0,Null,0,0,0
1698,Myles White,WR,25,72,190,GB,Null,None,0,Null,0,0,0
1261,Najee Goode,LB,26,72,244,Phi,Null,None,0,Null,0,0,0
1372,Nat Berhe,DB,24,72,194,NYG,Null,None,0,Null,0,0,0
1828,Nate Allen,DB,28,73,210,Oak,Null,None,0,Null,0,0,0
2350,Nate Askew,LB,24,76,235,Ten,Null,None,0,Null,0,0,0
1710,Nate Chandler,OL,26,76,315,Car,Null,None,0,Null,0,0,0
66,Nate Eachus,RB,25,70,212,KC,Oak,Head,0,1,1,5,1
1785,Nate Ebner,DB,27,72,210,NE,Null,None,0,Null,0,0,0
111,Nate Irving,LB,27,73,240,Den,Hou,Concussion,1,1,1,8,1
364,Nate Livings,OL,33,76,320,Dal,Cin,Concussion,1,0,0,10,1
1598,Nate Ness,DB,29,73,190,Det,Null,None,0,Null,0,0,0
756,Nate Orchard,LB,22,76,255,Cle,Null,None,0,Null,0,0,0
1675,Nate Palmer,LB,26,74,248,GB,Null,None,0,Null,0,0,0
299,Nate Solder,OL,27,80,320,NE,Mia,Concussion,1,1,1,12,1
380,Nate Solder,OL,27,80,320,NE,Cle,Concussion,1,0,0,7,1
2342,Nate Washington,WR,32,73,183,Hou,Null,None,0,Null,0,0,0
683,Nathan Palmer,WR,26,71,198,Den,Null,None,0,Null,0,0,0
1357,Nathan Stupar,LB,31,74,240,Atl,Null,None,0,Null,0,0,0
391,NaVorro Bowman,LB,27,72,242,SF,Null,None,0,Null,0,0,0
1225,Ndamukong Suh,DL,28,76,305,Mia,Null,None,0,Null,0,0,0
1491,Neal Sterling,WR,23,75,238,Jax,Null,None,0,Null,0,0,0
1887,Neiko Thorpe,DB,25,73,200,Oak,Null,None,0,Null,0,0,0
1833,Neiron Ball,LB,23,74,236,Oak,Null,None,0,Null,0,0,0
1239,Nelson Agholor,WR,22,73,198,Phi,Null,None,0,Null,0,0,0
1590,Nevin Lawson,DB,24,70,192,Det,Null,None,0,Null,0,0,0
1468,Nic Jacobs,RB,24,77,269,Jax,Null,None,0,Null,0,0,0
2090,Nick Becton,OL,25,78,323,NO,Null,None,0,Null,0,0,0
386,Nick Bellore,LB,26,73,250,SF,Null,None,0,Null,0,0,0
1960,Nick Boyle,TE,22,76,270,Bal,Null,None,0,Null,0,0,0
1915,Nick Fairley,DL,27,76,308,LAR,Null,None,0,Null,0,0,0
