ID,Player,Position,Age,Height ,Weight,Team,Against,Injury,Concussion,Home_Away,Games_Missed,Week of Injury,Injured
1133,Jeff Heath,DB,24,73,212,Dal,Null,None,0,Null,0,0,0
665,Jeff Heuerman,TE,23,77,255,Den,Null,None,0,Null,0,0,0
1664,Jeff Janis,WR,24,75,219,GB,Null,None,0,Null,0,0,0
91,Jeff Linkenbach,OL,28,78,323,Ind,Mia,Head,0,0,2,2,1
2446,Jeff Locke,K,26,72,203,Min,Null,None,0,Null,0,0,0
15,Jeff Maehl,WR,26,72,184,Phi,Ari,Concussion,1,1,0,1,1
2339,Jeff Tarpinian,LB,28,75,240,Hou,Null,None,0,Null,0,0,0
1495,Jeff Tuel,QB,24,75,221,Jax,Null,None,0,Null,0,0,0
1191,Jelani Jenkins,LB,23,72,245,Mia,Null,None,0,Null,0,0,0
2404,Jemea Thomas,DB,25,70,195,Ten,Null,None,0,Null,0,0,0
2328,Jeoffrey Pagan,DL,22,75,310,Hou,Null,None,0,Null,0,0,0
215,Jerel Worthy,DL,25,74,304,GB,Jac,Concussion,1,0,1,12,1
913,Jeremiah Attaochu,LB,22,75,252,LAC,Null,None,0,Null,0,0,0
1458,Jeremiah George,LB,23,71,234,Jax,Null,None,0,Null,0,0,0
2393,Jeremiah Poutasi,OL,21,77,335,Ten,Null,None,0,Null,0,0,0
502,Jeremiah Ratliff,DL,34,76,303,Chi,Null,None,0,Null,0,0,0
1463,Jeremy Harris,DB,24,74,185,Jax,Null,None,0,Null,0,0,0
537,Jeremy Hill,RB,23,73,235,Cin,Null,None,0,Null,0,0,0
265,Jeremy Kerley,WR,27,69,188,NYJ,TB,Concussion,1,0,1,10,1
2182,Jeremy Lane,DB,25,72,190,Sea,Null,None,0,Null,0,0,0
483,Jeremy Langford,RB,24,72,208,Chi,Null,None,0,Null,0,0,0
1008,Jeremy Maclin,WR,27,72,198,KC,Null,None,0,Null,0,0,0
257,Jeremy Mincey,DL,31,76,200,Jac,Ind,Concussion,1,1,3,14,1
1610,Jeremy Ross,WR,27,72,215,Det,Null,None,0,Null,0,0,0
696,Jeremy Stewart,RB,26,71,215,Den,Null,None,0,Null,0,0,0
1697,Jeremy Vujnovich,OL,25,77,300,GB,Null,None,0,Null,0,0,0
2024,Jeremy Zuttah,OL,29,76,300,Bal,Null,None,0,Null,0,0,0
2452,Jerick McKinnon,RB,23,69,208,Min,Null,None,0,Null,0,0,0
41,Jermaine Kearse,LB,25,73,209,Sea,Min,Concussion,1,0,0,11,1
1576,Jermelle Cudjo,DL,29,74,304,Det,Null,None,0,Null,0,0,0
1481,Jermey Parnell,OL,29,78,316,Jax,Null,None,0,Null,0,0,0
39,Jermichael Finley,TE,28,77,247,GB,Cin,Concussion,1,1,0,16,1
457,Jermon Bushrod,OL,31,77,315,Chi,Null,None,0,Null,0,0,0
1812,Jerod Mayo,LB,29,73,250,NE,Null,None,0,Null,0,0,0
1254,Jerome Couplin,DB,24,73,215,Phi,Null,None,0,Null,0,0,0
593,Jerome Felton,RB,29,72,248,Buf,Null,None,0,Null,0,0,0
434,Jerome Simpson,WR,29,74,190,SF,Null,None,0,Null,0,0,0
1351,Jerome Smith,RB,24,72,226,Atl,Null,None,0,Null,0,0,0
100,Jeron Johnson,DB,27,70,212,Sea,Car,Concussion,1,1,1,8,1
888,Jerraud Powers,DB,28,70,187,Ari,Null,None,0,Null,0,0,0
239,Jerrell Freeman,LB,29,72,236,Ind,LAC,Concussion,1,1,0,15,1
2066,Jerrell Powe,DL,28,74,331,Wsh,Null,None,0,Null,0,0,0
1713,Jerricho Cotchery,WR,33,73,205,Car,Null,None,0,Null,0,0,0
2107,Jerry Franklin,LB,27,73,245,NO,Null,None,0,Null,0,0,0
605,Jerry Hughes,DL,27,74,254,Buf,Null,None,0,Null,0,0,0
1986,Jerry Lovelocke,QB,23,76,248,Bal,Null,None,0,Null,0,0,0
2255,Jesse James,TE,21,79,261,Pit,Null,None,0,Null,0,0,0
2219,Jesse Williams,DL,25,75,325,Sea,Null,None,0,Null,0,0,0
724,Jim Dray,TE,29,77,255,Cle,Null,None,0,Null,0,0,0
441,Jimmie Ward,DB,24,71,193,SF,Null,None,0,Null,0,0,0
462,Jimmy Clausen,QB,28,74,210,Chi,Null,None,0,Null,0,0,0
594,Jimmy Gaines,LB,22,75,240,Buf,Null,None,0,Null,0,0,0
1793,Jimmy Garoppolo,QB,24,74,225,NE,Null,None,0,Null,0,0,0
2172,Jimmy Graham,TE,29,79,265,Sea,Null,None,0,Null,0,0,0
875,Jimmy Legree,DB,24,72,187,Ari,Null,None,0,Null,0,0,0
335,Jimmy Smith,DB,27,74,210,Bal,Pit,Concussion,1,0,0,13,1
2213,Jimmy Staten,DL,24,75,311,Sea,Null,None,0,Null,0,0,0
970,Jimmy Wilson,DB,29,71,205,LAC,Null,None,0,Null,0,0,0
1914,Jo-Lonn Dunbar,LB,30,72,235,LAR,Null,None,0,Null,0,0,0
2414,Joe Banyard,RB,27,70,205,Min,Null,None,0,Null,0,0,0
914,Joe Barksdale,OL,27,77,326,LAC,Null,None,0,Null,0,0,0
2416,Joe Berger,OL,33,77,305,Min,Null,None,0,Null,0,0,0
1775,Joe Cardona,TE,23,74,236,NE,Null,None,0,Null,0,0,0
1970,Joe Flacco,QB,30,78,245,Bal,Null,None,0,Null,0,0,0
733,Joe Haden,DB,26,71,195,Cle,Null,None,0,Null,0,0,0
1327,Joe Hawley,OL,27,75,302,Atl,Null,None,0,Null,0,0,0
2257,Joe Kruger,LB,23,78,287,Pit,Null,None,0,Null,0,0,0
417,Joe Looney,OL,25,75,315,SF,Null,None,0,Null,0,0,0
1539,Joe Mays,LB,30,71,244,NYJ,Null,None,0,Null,0,0,0
20,Joe Reitz,OL,30,79,325,Ind,Det,Head,0,1,1,14,1
69,Joe Reitz,OL,31,79,325,Ind,Hou,Concussion,1,1,3,1,1
234,Joe Reitz,OL,30,79,325,Ind,Hou,Concussion,1,0,1,13,1
248,Joe Staley,OL,31,77,315,SF,NYG,Concussion,1,1,0,13,1
1693,Joe Thomas,LB,24,73,227,GB,Null,None,0,Null,0,0,0
771,Joe Thomas,OL,24,78,312,Cle,Null,None,0,Null,0,0,0
1822,Joe Vellano,DL,27,74,300,NE,Null,None,0,Null,0,0,0
14,Joe Webb,WR,28,76,220,Min,GB,Concussion,1,1,0,1,1
712,Joel Bitonio,OL,24,76,305,Cle,Null,None,0,Null,0,0,0
802,Joey Iosefa,RB,24,72,245,TB,Null,None,0,Null,0,0,0
245,John Abraham,LB,37,76,263,Ari,LAC,Concussion,1,1,8,17,1
848,John Brown,WR,25,71,179,Ari,Null,None,0,Null,0,0,0
142,John Carlson,TE,31,77,251,Min,Ari,Concussion,1,1,2,14,1
246,John Carlson,TE,31,77,251,Min,Bal,Concussion,1,1,3,1,1
461,John Chiles,WR,27,74,210,Chi,Null,None,0,Null,0,0,0
588,John Conner,RB,28,71,245,Buf,Null,None,0,Null,0,0,0
1648,John Crockett,RB,23,72,217,GB,Null,None,0,Null,0,0,0
1179,John Denney,TE,37,77,252,Mia,Null,None,0,Null,0,0,0
732,John Greco,OL,30,76,318,Cle,Null,None,0,Null,0,0,0
737,John Hughes,DL,27,74,320,Cle,Null,None,0,Null,0,0,0
2122,John Jenkins,DL,26,75,359,NO,Null,None,0,Null,0,0,0
365,John Jerry,OL,29,77,328,Mia,NYJ,Concussion,1,1,0,8,1
1666,John Kuhn,RB,33,72,250,GB,Null,None,0,Null,0,0,0
1476,John Lotulelei,LB,24,71,233,Jax,Null,None,0,Null,0,0,0
616,John Miller,OL,22,74,312,Buf,Null,None,0,Null,0,0,0
951,John Phillips,TE,28,77,251,LAC,Null,None,0,Null,0,0,0
2335,John Simon,LB,25,73,252,Hou,Null,None,0,Null,0,0,0
81,John Sullivan,OL,30,76,312,Min,Buf,Concussion,1,1,0,1,1
313,John Sullivan,OL,30,76,312,Min,Sea,Concussion,1,1,0,11,1
2014,John Urschel,OL,24,75,308,Bal,Null,None,0,Null,0,0,0
235,Johnathan Cyprien,DB,25,72,217,Jac,Phi,Concussion,1,1,1,16,1
10,Johnathan Franklin,RB,26,70,205,GB,Min,Concussion,1,1,5,1,1
1393,Johnathan Hankins,DL,23,74,320,NYG,Null,None,0,Null,0,0,0
61,Johnathan Joseph,DB,31,71,185,Hou,Phi,Concussion,1,0,0,1,1
962,Johnnie Troutman,OL,28,76,330,LAC,Null,None,0,Null,0,0,0
1923,Johnny Hekker,K,25,77,236,LAR,Null,None,0,Null,0,0,0
749,Johnny Manziel,QB,23,72,210,Cle,Null,None,0,Null,0,0,0
167,Johnny Patrick,DB,27,71,191,LAC,Mia,Concussion,1,1,0,1,1
187,Johnny Patrick,DB,27,71,191,LAC,Hou,Concussion,1,0,2,12,1
23,Johnny White,RB,27,70,210,GB,NYG,Concussion,1,1,7,1,1
63,Johnson Bademosi,DB,25,72,205,Cle,TB,Concussion,1,0,1,4,1
778,Johnthan Banks,DB,26,74,185,TB,Null,None,0,Null,0,0,0
172,Joique Bell,RB,29,71,231,Det,NYJ,Concussion,1,0,2,12,1
1303,Jon Asamoah,OL,27,76,305,Atl,Null,None,0,Null,0,0,0
232,Jon Baldwin,WR,26,76,227,KC,Pit,Head,0,1,1,11,1
1369,Jon Beason,LB,30,72,232,NYG,Null,None,0,Null,0,0,0
456,Jon Bostic,LB,24,73,246,Chi,Null,None,0,Null,0,0,0
12,Jon Condo,LS,35,75,245,Oak,LAC,Concussion,1,0,0,1,1
1257,Jon Dorenbos,TE,35,72,250,Phi,Null,None,0,Null,0,0,0
1850,Jon Feliciano,OL,23,76,323,Oak,Null,None,0,Null,0,0,0
867,Jon Halapio,OL,24,75,320,Ari,Null,None,0,Null,0,0,0
2205,Jon Ryan,K,34,72,217,Sea,Null,None,0,Null,0,0,0
2344,Jon Weeks,TE,29,70,246,Hou,Null,None,0,Null,0,0,0
1796,Jonas Gray,RB,25,70,225,NE,Null,None,0,Null,0,0,0
1304,Jonathan Babineaux,DL,34,74,300,Atl,Null,None,0,Null,0,0,0
1378,Jonathan Casillas,LB,28,73,227,NYG,Null,None,0,Null,0,0,0
857,Jonathan Cooper,OL,25,74,312,Ari,Null,None,0,Null,0,0,0
1844,Jonathan Dowling,DB,24,75,190,Oak,Null,None,0,Null,0,0,0
1791,Jonathan Freeny,LB,26,74,254,NE,Null,None,0,Null,0,0,0
2307,Jonathan Grimes,RB,26,70,209,Hou,Null,None,0,Null,0,0,0
1737,Jonathan Martin,OL,26,77,315,Car,Null,None,0,Null,0,0,0
2380,Jonathan Massaquoi,LB,27,74,264,Ten,Null,None,0,Null,0,0,0
615,Jonathan Meeks,DB,26,72,209,Buf,Null,None,0,Null,0,0,0
1085,Jonathan Newsome,LB,24,75,251,Ind,Null,None,0,Null,0,0,0
1753,Jonathan Stewart,RB,28,70,235,Car,Null,None,0,Null,0,0,0
1063,Jonotthan Harrison,OL,24,76,308,Ind,Null,None,0,Null,0,0,0
1306,Joplo Bartu,LB,25,74,230,Atl,Null,None,0,Null,0,0,0
116,Jordan Cameron,TE,27,77,265,Cle,Oak,Concussion,1,1,2,5,1
194,Jordan Cameron,TE,27,77,265,Cle,Wsh,Head,0,1,2,9,1
298,Jordan Cameron,TE,27,77,265,Cle,Chi,Concussion,1,0,1,6,1
1781,Jordan Devey,OL,27,78,317,NE,Null,None,0,Null,0,0,0
595,Jordan Gay,K,25,73,200,Buf,Null,None,0,Null,0,0,0
1266,Jordan Hicks,LB,23,73,236,Phi,Null,None,0,Null,0,0,0
2177,Jordan Hill,DL,24,73,303,Sea,Null,None,0,Null,0,0,0
1197,Jordan Kovacs,DB,25,70,210,Mia,Null,None,0,Null,0,0,0
1278,Jordan Matthews,WR,23,75,212,Phi,Null,None,0,Null,0,0,0
492,Jordan Mills,OL,25,77,316,Chi,Null,None,0,Null,0,0,0
681,Jordan Norwood,WR,29,71,180,Den,Null,None,0,Null,0,0,0
1213,Jordan Phillips,DL,23,77,329,Mia,Null,None,0,Null,0,0,0
759,Jordan Poyer,DB,24,72,191,Cle,Null,None,0,Null,0,0,0
268,Jordan Pugh,DB,27,71,210,Wsh,Min,Head,0,1,0,4,1
219,Jordan Reed,TE,25,74,243,Wsh,Phi,Concussion,1,0,6,2,1
1816,Jordan Richards,DB,22,71,210,NE,Null,None,0,Null,0,0,0
1620,Jordan Thompson,TE,26,76,257,Det,Null,None,0,Null,0,0,0
1756,Jordan Todman,RB,25,70,200,Car,Null,None,0,Null,0,0,0
1231,Jordan Tripp,LB,31,75,240,Mia,Null,None,0,Null,0,0,0
2283,Jordan Zumwalt,LB,24,76,235,Pit,Null,None,0,Null,0,0,0
1674,Jordy Nelson,WR,30,75,217,GB,Null,None,0,Null,0,0,0
809,Jorvorskie Lane,RB,28,71,258,TB,Null,None,0,Null,0,0,0
1579,Joseph Fauria,TE,25,79,267,Det,Null,None,0,Null,0,0,0
2134,Joseph Morgan,WR,27,73,184,NO,Null,None,0,Null,0,0,0
80,Joseph Randle,RB,24,72,198,Dal,Ten,Concussion,1,0,0,15,1
777,Josh Allen,OL,24,75,315,TB,Null,None,0,Null,0,0,0
1768,Josh Boyce,WR,24,71,205,NE,Null,None,0,Null,0,0,0
1641,Josh Boyd,DL,26,75,310,GB,Null,None,0,Null,0,0,0
1376,Josh Brown,K,36,72,202,NYG,Null,None,0,Null,0,0,0
58,Josh Bush,DB,26,71,205,NYJ,Buf,Concussion,1,0,2,6,1
1572,Josh Bynes,LB,26,73,240,Det,Null,None,0,Null,0,0,0
1053,Josh Chapman,DL,26,72,340,Ind,Null,None,0,Null,0,0,0
1455,Josh Evans,DB,24,72,205,Jax,Null,None,0,Null,0,0,0
360,Josh Freeman,QB,27,78,240,Min,NYG,Concussion,1,0,2,16,1
660,Josh Furman,DB,24,73,210,Den,Null,None,0,Null,0,0,0
731,Josh Gordon,WR,24,75,225,Cle,Null,None,0,Null,0,0,0
1391,Josh Gordy,DB,28,71,196,NYG,Null,None,0,Null,0,0,0
1851,Josh Harper,WR,24,73,185,Oak,Null,None,0,Null,0,0,0
2251,Josh Harris,RB,24,71,210,Pit,Null,None,0,Null,0,0,0
1325,Josh Harris,TE,24,73,224,Atl,Null,None,0,Null,0,0,0
2116,Josh Hill,TE,25,77,250,NO,Null,None,0,Null,0,0,0
1267,Josh Huff,WR,24,71,206,Phi,Null,None,0,Null,0,0,0
541,Josh Johnson,QB,29,75,205,Cin,Null,None,0,Null,0,0,0
2441,Josh Kaddu,LB,25,75,252,Min,Null,None,0,Null,0,0,0
1808,Josh Kline,OL,26,75,295,NE,Null,None,0,Null,0,0,0
938,Josh Lambo,K,25,72,215,LAC,Null,None,0,Null,0,0,0
746,Josh Lenz,WR,25,72,195,Cle,Null,None,0,Null,0,0,0
2054,Josh LeRibeus,OL,26,75,315,Wsh,Null,None,0,Null,0,0,0
1009,Josh Martin,LB,24,75,245,KC,Null,None,0,Null,0,0,0
1011,Josh Mauga,LB,28,73,245,KC,Null,None,0,Null,0,0,0
879,Josh Mauro,DL,24,78,282,Ari,Null,None,0,Null,0,0,0
751,Josh McCown,QB,36,76,218,Cle,Null,None,0,Null,0,0,0
255,Josh McNary,LB,27,72,251,Ind,KC,Concussion,1,1,0,15,1
2135,Josh Morgan,WR,30,72,219,NO,Null,None,0,Null,0,0,0
123,Josh Norman,DB,27,72,200,Car,Chi,Concussion,1,1,2,13,1
2461,Josh Robinson,DB,24,70,199,Min,Null,None,0,Null,0,0,0
1090,Josh Robinson,RB,24,68,217,Ind,Null,None,0,Null,0,0,0
1487,Josh Scobee,K,33,73,210,Jax,Null,None,0,Null,0,0,0
563,Josh Shaw,DB,23,72,201,Cin,Null,None,0,Null,0,0,0
379,Josh Sitton,OL,29,75,318,GB,Ten,Concussion,1,0,0,5,1
114,Josh Thomas,DB,26,71,188,Car,Buf,Concussion,1,1,1,13,1
1496,Josh Wells,OL,24,78,310,Jax,Null,None,0,Null,0,0,0
310,Josh Wilson,DB,30,69,187,Wsh,LAR,Head,0,1,0,15,1
453,Joshua Bellamy,WR,31,72,206,Chi,Null,None,0,Null,0,0,0
65,Joshua Cribbs,WR,32,73,215,Cle,Bal,Head,0,0,0,4,1
2381,Josue Matias,OL,22,77,309,Ten,Null,None,0,Null,0,0,0
145,Julian Edelman,WR,29,70,198,NE,NYJ,Concussion,1,1,0,8,1
1615,Julian Stanford,LB,25,73,235,Det,Null,None,0,Null,0,0,0
1426,Julian Talley,WR,26,73,192,NYG,Null,None,0,Null,0,0,0
1298,Julian Vandervelde,OL,28,74,300,Phi,Null,None,0,Null,0,0,0
1332,Julio Jones,WR,26,75,220,Atl,Null,None,0,Null,0,0,0
1677,Julius Peppers,LB,35,79,287,GB,Null,None,0,Null,0,0,0
1492,Julius Thomas,TE,27,77,260,Jax,Null,None,0,Null,0,0,0
2333,Jumal Rolle,DB,25,72,188,Hou,Null,None,0,Null,0,0,0
2109,Junior Galette,LB,27,74,258,NO,Null,None,0,Null,0,0,0
1001,Junior Hemingway,WR,27,73,225,KC,Null,None,0,Null,0,0,0
1380,Juron Criner,WR,26,75,220,NYG,Null,None,0,Null,0,0,0
2356,Jurrell Casey,DL,26,73,305,Ten,Null,None,0,Null,0,0,0
1910,Justice Cunningham,TE,24,75,258,LAR,Null,None,0,Null,0,0,0
46,Justin Bethel,DB,25,72,200,Ari,Jac,Concussion,1,0,0,12,1
1442,Justin Blackmon,WR,25,73,210,Jax,Null,None,0,Null,0,0,0
2162,Justin Britt,OL,24,78,325,Sea,Null,None,0,Null,0,0,0
578,Justin Brown,WR,24,75,209,Buf,Null,None,0,Null,0,0,0
2102,Justin Drescher,TE,27,73,235,NO,Null,None,0,Null,0,0,0
1317,Justin Durant,LB,30,73,230,Atl,Null,None,0,Null,0,0,0
1848,Justin Ellis,DL,25,74,334,Oak,Null,None,0,Null,0,0,0
1971,Justin Forsett,RB,30,68,197,Bal,Null,None,0,Null,0,0,0
730,Justin Gilbert,DB,24,72,202,Cle,Null,None,0,Null,0,0,0
1797,Justin Green,DB,31,71,195,NE,Null,None,0,Null,0,0,0
601,Justin Hamilton,DL,22,74,310,Buf,Null,None,0,Null,0,0,0
1324,Justin Hardy,WR,24,70,192,Atl,Null,None,0,Null,0,0,0
368,Justin Houston,LB,26,75,258,KC,Ten,Concussion,1,0,0,8,1
98,Justin Hunter,WR,24,76,201,Ten,Ind,Concussion,1,1,0,7,1
2384,Justin McCray,OL,23,75,321,Ten,Null,None,0,Null,0,0,0
1678,Justin Perillo,TE,24,75,250,GB,Null,None,0,Null,0,0,0
1418,Justin Pugh,OL,25,76,301,NYG,Null,None,0,Null,0,0,0
2075,Justin Rogers,DB,27,71,181,Wsh,Null,None,0,Null,0,0,0
2469,Justin Trattou,DL,27,76,250,Min,Null,None,0,Null,0,0,0
1888,Justin Tuck,DL,32,77,265,Oak,Null,None,0,Null,0,0,0
2010,Justin Tucker,K,26,72,189,Bal,Null,None,0,Null,0,0,0
2341,Justin Tuggle,LB,25,72,247,Hou,Null,None,0,Null,0,0,0
699,Juwan Thompson,RB,23,71,225,Den,Null,None,0,Null,0,0,0
26,K.J. Wright,LB,26,76,245,Sea,Min,Concussion,1,0,1,13,1
267,K'Waun Williams,DB,24,69,183,Cle,Pit,Concussion,1,1,1,3,1
460,Ka'Deem Carey,RB,31,70,207,Chi,Null,None,0,Null,0,0,0
790,Kadeem Edwards,OL,24,76,313,TB,Null,None,0,Null,0,0,0
2355,Kaelin Burnett,LB,26,76,240,Ten,Null,None,0,Null,0,0,0
783,Kaelin Clay,WR,23,70,195,TB,Null,None,0,Null,0,0,0
2035,Kai Forbath,K,28,71,197,Wsh,Null,None,0,Null,0,0,0
431,Kaleb Ramsey,DL,26,75,285,SF,Null,None,0,Null,0,0,0
2164,Kam Chancellor,DB,27,75,232,Sea,Null,None,0,Null,0,0,0
190,Kamar Aiken,WR,26,74,216,Bal,TB,Concussion,1,1,0,6,1
644,Kapri Bibbs,RB,22,71,203,Den,Null,None,0,Null,0,0,0
1985,Kapron Lewis-Moore,DL,25,76,310,Bal,Null,None,0,Null,0,0,0
2311,Kareem Jackson,DB,27,70,188,Hou,Null,None,0,Null,0,0,0
876,Kareem Martin,DL,23,78,272,Ari,Null,None,0,Null,0,0,0
709,Karim Barton,OL,24,75,313,Cle,Null,None,0,Null,0,0,0
2374,Karl Klug,DL,27,75,278,Ten,Null,None,0,Null,0,0,0
721,Karlos Dansby,LB,34,75,251,Cle,Null,None,0,Null,0,0,0
634,Karlos Williams,RB,22,73,225,Buf,Null,None,0,Null,0,0,0
2103,Kasim Edebali,LB,26,74,253,NO,Null,None,0,Null,0,0,0
918,Kavell Conner,LB,28,72,245,LAC,Null,None,0,Null,0,0,0
1751,Kawann Short,DL,26,75,315,Car,Null,None,0,Null,0,0,0
704,Kayvon Webster,DB,24,71,198,Den,Null,None,0,Null,0,0,0
2193,Keavon Milton,OL,25,76,324,Sea,Null,None,0,Null,0,0,0
2038,Kedric Golston,DL,32,76,318,Wsh,Null,None,0,Null,0,0,0
911,Keenan Allen,WR,23,74,211,LAC,Null,None,0,Null,0,0,0
2129,Keenan Lewis,DB,29,73,208,NO,Null,None,0,Null,0,0,0
2073,Keenan Robinson,LB,26,75,238,Wsh,Null,None,0,Null,0,0,0
105,Keith Brooking,LB,40,74,240,Den,NE,Concussion,1,1,0,3,1
1872,Keith McGill,DB,26,75,211,Oak,Null,None,0,Null,0,0,0
2324,Keith Mumphery,WR,23,72,215,Hou,Null,None,0,Null,0,0,0
432,Keith Reaser,DB,24,72,190,SF,Null,None,0,Null,0,0,0
1149,Keith Rivers,LB,31,74,235,Dal,Null,None,0,Null,0,0,0
189,Keith Tandy,DB,26,70,205,TB,Atl,Concussion,1,1,0,10,1
1012,Kelcie McCray,DB,27,73,205,KC,Null,None,0,Null,0,0,0
1089,Kelcy Quarles,DL,23,76,294,Ind,Null,None,0,Null,0,0,0
1995,Kelechi Osemele,OL,26,77,330,Bal,Null,None,0,Null,0,0,0
917,Kellen Clemens,QB,32,74,220,LAC,Null,None,0,Null,0,0,0
1514,Kellen Davis,TE,30,79,265,NYJ,Null,None,0,Null,0,0,0
1595,Kellen Moore,QB,26,72,200,Det,Null,None,0,Null,0,0,0
2226,Kelvin Beachum,OL,26,75,303,Pit,Null,None,0,Null,0,0,0
343,Kelvin Benjamin,WR,24,77,240,Car,Cin,Concussion,1,0,0,6,1
1219,Kelvin Sheppard,LB,27,74,252,Mia,Null,None,0,Null,0,0,0
1329,Kemal Ishmael,DB,24,72,206,Atl,Null,None,0,Null,0,0,0
1106,Ken Bishop,DL,25,72,305,Dal,Null,None,0,Null,0,0,0
1886,Kenbrell Thompkins,WR,27,73,195,Oak,Null,None,0,Null,0,0,0
411,Kendall Hunter,RB,27,67,199,SF,Null,None,0,Null,0,0,0
739,Kendall James,DB,24,71,180,Cle,Null,None,0,Null,0,0,0
1074,Kendall Langford,DL,29,78,313,Ind,Null,None,0,Null,0,0,0
953,Kendall Reyes,DL,26,76,300,LAC,Null,None,0,Null,0,0,0
199,Kendall Wright,WR,26,70,190,Ten,Hou,Concussion,1,1,0,12,1
1984,Kendrick Lewis,DB,27,72,198,Bal,Null,None,0,Null,0,0,0
1247,Kenjon Barner,RB,25,69,185,Phi,Null,None,0,Null,0,0,0
1634,Kennard Backman,TE,22,75,245,GB,Null,None,0,Null,0,0,0
381,Kenneth Acker,DB,23,72,195,SF,KC,None,0,1,0,0,0
779,Kenny Bell,WR,23,73,197,TB,Null,None,0,Null,0,0,0
1903,Kenny Britt,WR,27,75,223,LAR,Null,None,0,Null,0,0,0
858,Kenny Demens,LB,25,73,242,Ari,Null,None,0,Null,0,0,0
2309,Kenny Hilliard,RB,24,71,226,Hou,Null,None,0,Null,0,0,0
610,Kenny Ladler,DB,23,72,200,Buf,Null,None,0,Null,0,0,0
2140,Kenny Phillips,DB,29,74,217,NO,Null,None,0,Null,0,0,0
1221,Kenny Stills,WR,23,72,194,Mia,Null,None,0,Null,0,0,0
206,Kenny Vaccaro,DB,24,72,214,NO,Dal,Concussion,1,1,1,2,1
361,Kenny Vaccaro,DB,24,72,214,NO,Buf,Concussion,1,0,0,12,1
967,Kenny Wiggins,OL,27,78,314,LAC,Null,None,0,Null,0,0,0
1386,Kenrick Ellis,DL,28,76,346,NYG,Null,None,0,Null,0,0,0
1436,Kerry Wynn,DL,24,77,264,NYG,Null,None,0,Null,0,0,0
907,Kerwynn Williams,RB,24,68,198,Ari,Null,None,0,Null,0,0,0
2318,Keshawn Martin,WR,25,71,194,Hou,Null,None,0,Null,0,0,0
117,Kevin Boss,TE,31,78,255,KC,Buf,Head,0,1,14,9,1
718,Kevin Cone,WR,27,75,216,Cle,Null,None,0,Null,0,0,0
2241,Kevin Fogg,DB,25,70,185,Pit,Null,None,0,Null,0,0,0
1262,Kevin Graf,OL,24,78,309,Phi,Null,None,0,Null,0,0,0
539,Kevin Huber,K,30,73,214,Cin,Null,None,0,Null,0,0,0
2314,Kevin Johnson,DB,23,72,188,Hou,Null,None,0,Null,0,0,0
2451,Kevin McDermott,TE,25,76,234,Min,Null,None,0,Null,0,0,0
881,Kevin Minter,LB,25,73,245,Ari,Null,None,0,Null,0,0,0
2196,Kevin Norwood,WR,26,74,199,Sea,Null,None,0,Null,0,0,0
191,Kevin Ogletree,WR,28,73,195,Dal,Cle,Concussion,1,0,1,15,1
826,Kevin Pamphile,OL,25,77,315,TB,Null,None,0,Null,0,0,0
2198,Kevin Pierre-Louis,LB,24,72,236,Sea,Null,None,0,Null,0,0,0
1747,Kevin Reddick,LB,26,73,240,Car,Null,None,0,Null,0,0,0
64,Kevin Rutland,DB,27,72,193,Jac,Ind,Concussion,1,1,2,14,1
1560,Kevin Vickerson,DL,32,77,328,NYJ,Null,None,0,Null,0,0,0
1362,Kevin White,DB,22,70,174,Atl,Null,None,0,Null,0,0,0
510,Kevin White,WR,22,75,215,Chi,Null,None,0,Null,0,0,0
2153,Kevin Williams,DL,35,77,311,NO,Null,None,0,Null,0,0,0
574,Kevin Zeitler,OL,25,76,315,Cin,Null,None,0,Null,0,0,0
1456,Khairi Fortt,LB,23,74,240,Jax,Null,None,0,Null,0,0,0
1069,Khaled Holmes,OL,25,75,309,Ind,Null,None,0,Null,0,0,0
2411,Khalid Wooten,DB,25,71,212,Ten,Null,None,0,Null,0,0,0
1834,Khalif Barnes,OL,33,78,320,Oak,Null,None,0,Null,0,0,0
1866,Khalil Mack,LB,24,75,252,Oak,Null,None,0,Null,0,0,0
798,Khaseem Greene,LB,26,73,241,TB,Null,None,0,Null,0,0,0
2142,Khiry Robinson,RB,26,72,220,NO,Null,None,0,Null,0,0,0
1694,Khyri Thornton,DL,26,75,304,GB,Null,None,0,Null,0,0,0
2003,Kiero Small,RB,26,68,244,Bal,Null,None,0,Null,0,0,0
1242,Kiko Alonso,LB,25,75,238,Phi,Null,None,0,Null,0,0,0
321,King Dunlap,OL,30,81,331,LAC,Ten,Concussion,1,0,2,2,1
2030,Kirk Cousins,QB,27,75,202,Wsh,Null,None,0,Null,0,0,0
988,Knile Davis,RB,24,70,227,KC,Null,None,0,Null,0,0,0
1207,Koa Misi,LB,28,75,252,Mia,Null,None,0,Null,0,0,0
2001,Konrad Reuland,TE,28,77,260,Bal,Null,None,0,Null,0,0,0
1716,Kony Ealy,DL,24,76,275,Car,Null,None,0,Null,0,0,0
1948,Korey Toomer,LB,27,74,234,LAR,Null,None,0,Null,0,0,0
2055,Kory Lichtensteiger,OL,30,74,296,Wsh,Null,None,0,Null,0,0,0
2292,Kourtnei Brown,LB,26,76,253,Hou,Null,None,0,Null,0,0,0
631,Kraig Urbik,OL,30,77,324,Buf,Null,None,0,Null,0,0,0
